Full Name,Primary Company,Founding Time,Previous startups?,Consulting before start-up,Standardized University,Standardized Major,Degree Type,Graduate Degree Time,Standardized Graduate Institution,Standardized Graduate Studies,Graduate Diploma,Ever served as TA/Teacher/Professor/Mentor?,Years of Employment,Worked as product manager/director/head/VP?,Worked at Google?,Worked at Microsoft?,Worked in Sales?,Stanford or Berkeley,Ivy League,Crunchbase,LinkedIn
Drew McElroy,Transfix,2013.0,0.0,0.0,Georgetown University,Business,BS,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/drew-mcelroy,https://www.linkedin.com/company/transfix
Joseph Fasone,Pilot,2014.0,0.0,0.0,,,,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/joseph-fasone,http://www.linkedin.com/in/jpfasone
Allan Wille,Klipfolio,2001.0,1.0,0.0,Carleton University,Design,BA,,,,,1.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/allan-wille,https://www.linkedin.com/in/allanwille
Philippe Gelis,Kantox,2011.0,0.0,1.0,,,,2002.0,Instituto Tecnológico y de Estudios Superiores de Monterrey,Business,MBA,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/philippe-gelis,http://www.linkedin.com/pub/philippe-gelis/4/59a/865
Mark Trefgarne,LiveRail,2007.0,0.0,0.0,UCL,Economics,BA,,,,,0.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mark-trefgarne,http://www.linkedin.com/profile?viewProfile=&key=14652839
Nate Quigley,Chatbooks,2011.0,1.0,1.0,Brigham Young University,Business,BS,1999.0,Harvard University,Business,MBA,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nate-quigley,https://www.linkedin.com/in/natequigley
Noah Lang,stride health,2013.0,0.0,1.0,Stanford University,Desgin,BS,,,,,0.0,6.0,0.0,0.0,0.0,1.0,1,0,https://www.crunchbase.com/person/noah-lang,http://www.linkedin.com/in/nlang
Royce Disini,Mobcrush,2014.0,2.0,0.0,Santa Clara University,Business,BS,,University of California Los Angeles,Business,MBA,0.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/royce-disini,https://www.linkedin.com/in/roycedisini
Tim Hwang,FiscalNote,2013.0,0.0,0.0,Princeton University,Political Science,BA,,Harvard University,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/tim-hwang,http://www.linkedin.com/in/timthwang
Frank Mycroft,Booster Fuels,2014.0,0.0,1.0,Princeton University,Mechanical Engineering,BE,2010.0,Harvard University,Business,MBA,1.0,6.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/frank-mycroft,https://www.linkedin.com/in/frankmycroft
Girish Pancha,StreamSets,2014.0,0.0,0.0,Stanford University,Electrical Engineering,BA,1986.0,University of Pennsylvania,Electrical Engineering,MEng,0.0,23.0,1.0,0.0,0.0,1.0,1,0,https://www.crunchbase.com/person/girish-pancha,
Steven Cox,TakeLessons,2006.0,0.0,0.0,Eastern Kentucky University,Business,BA,,,,,0.0,13.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/steven-cox,http://www.linkedin.com/in/stevencox
Aaron Bell,AdRoll,2007.0,0.0,0.0,Stanford University,Computer Science,BS,,,,,1.0,12.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/aaron-bell,http://www.linkedin.com/in/aaronbelll
Jeff Haynie,Pinpoint,2017.0,2.0,0.0,Southern Illinois University Carbondale,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jeff-haynie,http://www.linkedin.com/in/jhaynie
Paula Long,DataGravity,2012.0,0.0,0.0,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/paula-long-2,https://www.linkedin.com/in/longpaula
David Gandler,fuboTV,2014.0,0.0,0.0,Boston University,Economics,BA,,,,,0.0,8.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/david-gandler,https://www.linkedin.com/pub/david-gandler/9/b7/8a
Duncan Lennox,Qstream,2008.0,0.0,0.0,University College Dublin,Computer Science,BS,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/duncan-lennox,http://www.linkedin.com/in/lennox
Fadzarudin Anuar,FashionValet,2010.0,0.0,1.0,Cambridge Tutors College,,,2006.0,Imperial College London,Engineering,MS,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/fadzarudin-anuar,https://my.linkedin.com/in/fadzarudin-anuar-4580a518
John Kobs,Apartment List,2011.0,2.0,0.0,Case Western Reserve University,Business,BS,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/john-kobs,http://www.linkedin.com/in/johnkobs
Ryan Carson,Treehouse Island,2010.0,1.0,0.0,Colorado State University,Computer Science,BS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ryan-carson,http://www.linkedin.com/company/treehouse-island-inc-
Timothy Ericson,Zagster,2007.0,0.0,0.0,Drexel University,Business,BS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/timothy-ericson,http://www.linkedin.com/in/tjericson
Sunny Gupta,Apptio,2007.0,1.0,1.0,University of South Carolina,Computer Science,BS,,,,,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sunny-gupta,https://www.linkedin.com/in/sgupta85/
Naveen Gupta,BirdEye,2013.0,0.0,0.0,Birla Institute of Technology and Science Pilani,Electrical Engineering,,2005.0,Harvard University,Business,MBA,1.0,15.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/naveen-gupta,http://www.linkedin.com/in/naveeng
Awais Nemat,PLUMgrid,2011.0,1.0,0.0,NED University of Engineering and Technology,Electrical Engineering,BA,1998.0,Stanford University,,,0.0,15.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/awais-nemat,https://www.linkedin.com/in/anemat/
Brynne Kennedy,MOVE Guides,2012.0,0.0,0.0,Yale University,History,BA,2010.0,London Business School,Business,MBA,0.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/brynne-herbert,https://www.linkedin.com/in/brynnekennedy/
Rajesh Ramanand,Signifyd,2011.0,0.0,0.0,Tulane University,Computer Science,BA,,Tulane University,,MS,1.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rajesh-ramanand,http://www.linkedin.com/in/rramanand
Ryan Watts,Denali Therapeutics,2015.0,0.0,0.0,University of Utah,Biology,BA,2000.0,Stanford University,Biology,PhD,1.0,11.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ryan-watts,
Amir Haleem,Helium Systems,2013.0,1.0,0.0,University of Manchester,Cognitive Science,BS,,,,,0.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/amir-haleem,https://www.linkedin.com/in/amir-haleem-23097430/
Blair Harrison,Frequency,2009.0,2.0,0.0,University of Bristol,Computer Science,BE,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/blair-harrsion,https://www.linkedin.com/in/blair-harrison-64710/
Zach Supalla,Particle,2012.0,0.0,1.0,Dartmouth College,Cognitive Science,BA,2010.0,Northwestern University,Business,MBA,0.0,3.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/zach-supalla,https://www.linkedin.com/in/zsupalla
Michael Tiffany,White Ops,2013.0,1.0,0.0,,,,,,,,1.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/michael-tiffany,http://www.linkedin.com/in/mjjtiffany
Hesky Kutscher,CareDox,2010.0,0.0,0.0,,,,,,,,0.0,3.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/hesky-kutscher,http://www.linkedin.com/pub/hesky-kutscher/0/817/9a8
Justin Zhu,Iterable,2013.0,0.0,0.0,Carnegie Mellon University,Computer Science,BS,,,,,0.0,2.0,1.0,1.0,0.0,0.0,0,0,https://www.crunchbase.com/person/justin-zhu,http://www.linkedin.com/pub/justin-zhu/13/286/232
Prakash Nanduri,Paxata,2012.0,1.0,0.0,University of Texas Austin,Computer Science,BS,1996.0,INSEAD,Business,MBA,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/prakash-nanduri,http://www.linkedin.com/pub/prakash-nanduri/0/9/935
Ben Anderson,Amino Apps,2013.0,0.0,0.0,Northeastern University,Music,BS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ben-anderson-3,
Laszlo Kishonti,AImotive,2015.0,1.0,0.0,Karinthy Frigyes Gimnazium,English,,1993.0,Budapest Business School,Economics,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/laszlo-kishonti,https://www.linkedin.com/in/laszlo-kishonti-9638a3103
Tyler Bosmeny,Clever,2012.0,0.0,0.0,Harvard University,Mathematics,BA,,Harvard University,Satistics,MA,0.0,4.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/tyler-bosmeny,http://www.linkedin.com/in/tylerbosmeny
Marc Worth,Stylus Media,2009.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mark-worth,http://uk.linkedin.com/pub/marc-worth/25/574/a36
Steve Nasiri,InvenSense,2003.0,0.0,0.0,University of California Berkeley,,BS,,Santa Clara University,Business,MBA,0.0,0.0,1.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/steve-nasiri,https://www.linkedin.com/pub/steve-nasiri/5a/180/6b
Dan Burkhart,Recurly,2010.0,0.0,0.0,University of Pennsylvania,Business,BS,1996.0,University of California Los Angeles,Business,MBA,0.0,20.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/dan-burkhart,https://www.linkedin.com/in/danburkhart
Michel Feaster,Usermind,2013.0,0.0,0.0,Harvard University,,Drop,,,,,0.0,14.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/michel-feaster,http://www.linkedin.com/pub/michel-feaster/0/740/5a8
Stephan Heller,WATCHMASTER,2015.0,0.0,1.0,Universität Wien,Business,BA,2009.0,ESCP Europe,Business,MS,0.0,4.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/stephan-heller,
Chris Ovitz,Workpop,2014.0,1.0,0.0,University of California Los Angeles,History,BA,,,,,1.0,3.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/chris-ovitz,http://www.linkedin.com/pub/christopher-ovitz/3/961/460
Amitabh Sinha,Workspot,2012.0,2.0,0.0,Indian Institute of Technology Kanpur,Computer Science,BE,1990.0,,,,1.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/amitabh-sinha,http://www.linkedin.com/in/amitabhbsinha
Nancy Hua,Apptimize,2013.0,0.0,0.0,Massachusetts Institute of Technology,Computer Science,BS,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/nancy-hua,http://www.linkedin.com/in/nancyhua
Guru Pangal,CloudSimple,2016.0,3.0,0.0,Jawaharlal Nehru Technological University,Electrical Engineering,BA,,Utah State University,Computer Science,MS,0.0,22.0,0.0,0.0,1.0,1.0,0,0,https://www.crunchbase.com/person/guru-pangal,
Oliver Roup,VigLink,2009.0,0.0,1.0,Massachusetts Institute of Technology,Computer Science,BS,2007.0,Harvard University,Business,MBA,0.0,10.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/oliver-roup,http://www.linkedin.com/in/oroup
Yuri Frayman,ZENEDGE,2014.0,4.0,0.0,Drexel University,Business,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/yuri-frayman,https://www.linkedin.com/in/yurifrayman
"Jason Langheier, MD, MPH",Zipongo,2010.0,2.0,1.0,Williams College,Cognitive Science,BA,2003.0,Duke University,Medicine,MD,0.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jason-langheier,http://www.linkedin.com/company/zipongo
Jonathan Mendez,Yieldbot,2010.0,3.0,1.0,University of Southern California,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/jonathan-mendez,http://www.linkedin.com/in/jonathanmendez
Ben Jacobs,Whistle,2012.0,0.0,1.0,Peking University,,,,Yale University,Foreign Studies,MA,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ben-jacobs,http://www.linkedin.com/in/bendjacobs
Rachel E. Haurwitz,Caribou Biosciences,,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rachel-e-haurwitz,https://www.linkedin.com/in/rachelhaurwitz
David Yeom,Hollar,2015.0,0.0,1.0,University of California Riverside,Business,BA,2010.0,University of Southern California,Business,MBA,0.0,17.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-yeom,
Guido Kovalskys,Nearpod,2012.0,4.0,0.0,University of Buenos Aires,Economics,,1996.0,University of California Berkeley,Business,MBA,1.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/guido-kovalskys,https://www.linkedin.com/in/gkovalskys
Tasso Roumeliotis,Wave Market,,0.0,0.0,,,,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/tasso-roumeliotis,http://www.linkedin.com/pub/tasso-roumeliotis/0/4/871
Florian Douetteau,Dataiku,2013.0,0.0,0.0,Francs-Bourgeois,,,1999.0,Ecole normale supérieure,Computer Science,,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/florian-douetteau,https://www.linkedin.com/in/fdouetteau
Josh Reich,Simple Finance Technology,2009.0,0.0,1.0,University of Melbourne,Mathematics,BS,2004.0,Carnegie Mellon University,Business,MBA,0.0,16.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/josh-reich,http://www.linkedin.com/pub/joshua-reich/0/5b1/1a0
Mona Bijoor,"JOOR, Inc.",2010.0,0.0,0.0,University of Pennsylvania,Biology,BA,2003.0,University of Pennsylvania,Business,MBA,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mona-bijoor,http://www.linkedin.com/in/monabijoor
Ian Crosby,Bench Accounting,2017.0,0.0,0.0,Carleton University,Sociology,BA,2012.0,British Columbia Institute of Technology,Journalism,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ian-crosby,http://www.linkedin.com/in/iwcrosby
Borja Rossell,Verse,2014.0,0.0,0.0,Technical University of Catalonia,Engineering,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/borja-rossell,
Anmol Madan,Ginger.io,2011.0,1.0,0.0,University of Pune,Electrical Engineering,BE,2007.0,Massachusetts Institute of Technology,Sociology,PhD,1.0,2.0,1.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/anmol-madan-2,http://www.linkedin.com/in/anmolmadan
Michael Simon,LogMeIn,2003.0,0.0,0.0,University of Notre Dame,Electrical Engineering,BS,,Washington University in St. Louis,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/micheal-simon,https://www.linkedin.com/in/michael-simon-8a15113
Chris Tolles,Topix,2007.0,1.0,0.0,Chinese University of Hong Kong,Language,AA,,University of California San Diego,Computer Science,BA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/chris-tolles,http://www.linkedin.com/in/tolles
Joshua Hoffman,Zymergen,2013.0,0.0,1.0,University of California Berkeley,Sociology,BA,1994.0,Yale University,International Relations,MA,0.0,17.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/joshua-hoffman,https://www.linkedin.com/pub/joshua-hoffman/2/b30/331
Paul Doersch,Kespry Inc.,2013.0,0.0,0.0,Stanford University,Computer Science,BS,,,,,0.0,2.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/paul-doersch,https://www.linkedin.com/pub/paul-doersch/9/b9/927
Matthew Bencke,Mighty AI,2014.0,0.0,0.0,Harvard University,International Relations,BS,1997.0,University of California Berkeley,Political Science,PhD,1.0,17.0,0.0,0.0,1.0,0.0,0,1,https://www.crunchbase.com/person/matthew-bencke,https://www.linkedin.com/in/mattbencke
David Gorodyansky,AnchorFree,2005.0,1.0,1.0,San Jose State University,Business,BS,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-gorodyansky,https://www.linkedin.com/in/davidgorodyansky/
Eben Frankenberg,Echodyne,2014.0,0.0,0.0,Dartmouth College,Geology,BA,1988.0,Stanford University,Geophysics,MS,0.0,23.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/eben-frankenberg,https://www.linkedin.com/in/eben-frankenberg-b428bb
Kevin Busque,Guideline Technologies Inc.,2015.0,2.0,0.0,Fitchburg State University,Computer Science,,,,,,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/kevin-busque,https://www.linkedin.com/in/kevinbusque
Aashish Dalal,ParkWhiz,2007.0,2.0,1.0,Northwestern University,,BA,2001.0,DePaul University,,MS,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/aashish-dalal,https://www.linkedin.com/in/aashishdalal
Prayag Narula,LeadGenius,2011.0,0.0,0.0,Netaji Subhas Institute of Technology,Computer Science,BE,2010.0,University of California Berkeley,Computer Science,MS,1.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/prayag-narula,http://www.linkedin.com/in/prayagnarula
Andre Durand,Ping Identity Corporation,2002.0,4.0,0.0,University of California Santa Barbara,Economics,BA,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/andre-durand,http://www.linkedin.com/in/andredurand
Ajay Prakash,Rinse,2013.0,0.0,1.0,Dartmouth College,Economics,BA,2008.0,Stanford University,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/ajay-prakash,https://www.linkedin.com/in/aprakash03
Michael Yavonditte,Yieldmo,2012.0,0.0,0.0,,,,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/michael-yavonditte,https://www.linkedin.com/pub/michael-yavonditte/3a/919/3b6
Alain Falys,Yoyo Wallet,2013.0,2.0,0.0,Middlesex University,Business,BA,,,,,0.0,9.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/alain-falys,http://www.linkedin.com/in/alainfalys
Rodney Rogers,Virtustream,2009.0,0.0,1.0,University of Florida,Operations Research,,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rodney-rogers,https://www.linkedin.com/pub/rodney-rogers/30/560/73b
Chuck Ganapathi,Tact,2012.0,0.0,1.0,PSG College of Technology,Mechanical Engineering,BS,1997.0,Stanford University,Business,MBA,1.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/chuck-ganapathi,http://www.linkedin.com/in/chuckganapathi
Marcus Ryu,Guidewire Software,2001.0,0.0,1.0,Princeton University,,BA,1995.0,University of Oxford,,BPhil,0.0,3.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/marcus-ryu,http://www.linkedin.com/pub/marcus-ryu/7/59b/392
Brad Birnbaum,Kustomer,2015.0,0.0,0.0,Brandeis University,Computer Science,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/brad-birnbaum,http://www.linkedin.com/in/bradleybirnbaum
Shoaib Makani,KeepTruckin,2013.0,0.0,0.0,London School of Economics,Economics,BS,,,,,0.0,5.0,1.0,1.0,0.0,1.0,0,0,https://www.crunchbase.com/person/shoaib-makani,http://www.linkedin.com/in/smakani
Roy Burstin,MiTu Network,,0.0,0.0,,,,,,,,0.0,6.0,1.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/roy-burstin,
Mark Johnson,Descartes Labs,2014.0,0.0,0.0,Stanford University,Philosophy,,,,,,0.0,11.0,1.0,0.0,1.0,0.0,1,0,https://www.crunchbase.com/person/mark-johnson-4,http://www.linkedin.com/in/marknjohnson
Todd Sullivan,SpiritShop.com (ACQUIRED),2006.0,3.0,1.0,Yale University,Political Science,BA,,University of Michigan,Business,MBA,1.0,0.0,0.0,0.0,0.0,0.0,0,1,https://www.crunchbase.com/person/todd-sullivan,http://www.linkedin.com/in/toddfsullivan
Mike Xu,GrubMarket Inc,2014.0,0.0,0.0,Xiamen University,Computer Science,BS,2002.0,University of Wisconsin Madison,Computer Science,MS,0.0,10.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mike-xu-2,
Carlos Garcia,HYP3R,2015.0,2.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/carlos-m-garcia,https://www.linkedin.com/in/carlosgarcia
David Blake,Degreed,2012.0,1.0,1.0,Brigham Young University,Economics,BA,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/david-blake,http://www.linkedin.com/in/davidblake
Geoff Schmidt,Meteor,2011.0,2.0,1.0,Massachusetts Institute of Technology,,Drop,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/geoff-schmidt,https://www.linkedin.com/in/gschmidt/
Richard Rosenblatt,Whipclip / TV Time,2014.0,1.0,0.0,Brandeis University,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/richard-rosenblatt,http://www.linkedin.com/pub/richard-rosenblatt/24/22b/422
Stephane Dubois,"Xignite, Inc.",2000.0,0.0,0.0,Institut de Management International de Paris,Business,MS,1987.0,Massachusetts Institute of Technology,Opreations Research,MS,0.0,11.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/stephane-dubois,https://www.linkedin.com/in/sldubois
Carlos Diaz,Kwarter,2011.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/carlos-diaz,http://www.linkedin.com/in/carlosdiazprofile
Eyal Waldman,Mellanox Technologies,,0.0,0.0,Israel Institute of Technology,Electrical Engineering,MS,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/eyal-waldman,http://www.linkedin.com/profile/view?id=1922912
Jen Andre,Komand,2015.0,1.0,0.0,Carnegie Mellon University,Computer Science,Drop,,,,,0.0,10.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jen-andre,http://www.linkedin.com/pub/jen-andre/7/146/97a
Noah Brier,Percolate,2010.0,0.0,0.0,New York University,Media,BA,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/noah-brier,http://www.linkedin.com/in/noahbrier
Per Pettersen,Impact Radius,2017.0,2.0,0.0,,,,,University of California Santa Barbara,Computer Science,MS,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/per-pettersen,http://www.linkedin.com/in/perpettersen
Oz Alon,HoneyBook,2013.0,0.0,0.0,The Interdisciplinary Center,Business,BA,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/oz-alon,https://www.linkedin.com/in/ozalon/
Clarence Chui,"Outward, Inc.",2012.0,0.0,1.0,University of Michigan,Mechanical Engineering,BS,,Massachusetts Institute of Technology,Mechanical Engineering,PhD,1.0,13.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/clarence-chui,https://www.linkedin.com/in/clarence-chui-6592a958/
Kevin Merritt,Socrata,2007.0,1.0,0.0,Sierra College,Computer Science,BS,,,,,0.0,6.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/kevin-merritt,http://www.linkedin.com/in/kevinmerritt
Danny Leffel,Crew,2015.0,3.0,0.0,Trinity University,,,,,,,0.0,6.0,0.0,0.0,0.0,1.0,0,0,https://www.crunchbase.com/person/danny-leffel,
James Hind,Carwow,2009.0,0.0,0.0,University of Nottingham,Business,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/james-hind,http://www.linkedin.com/in/jameshind
Neal Creighton,RatePoint,2007.0,1.0,0.0,United States Military Academy at West Point,,BS,1994.0,Northwestern University,Business,MBA,0.0,0.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/neal-creighton,http://www.linkedin.com/profile/view?id=75640487
Leigh Drogen,Estimize,2011.0,2.0,0.0,University of San Diego,Political Science,AA,2006.0,Hunter College ,Political Science,BA,1.0,4.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/leigh-drogen,http://www.linkedin.com/in/leighdrogen
Arijit Sengupta,BeyondCore,2004.0,0.0,0.0,Stanford University,Computer Science,BS,,Harvard University,Business,MBA,0.0,5.0,1.0,0.0,1.0,0.0,1,0,https://www.crunchbase.com/person/arijit-sengupta,http://www.linkedin.com/in/asengupta
Ash Ashutosh,Actifio,2009.0,2.0,0.0,Kakatiya Institute of Technology & Science,Electrical Engineering,BE,1988.0,Penn State University,Computer Science,MS,0.0,12.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/ash-ashutosh,https://www.linkedin.com/in/ashashutosh
Scott Voigt,Homebase.io,2013.0,1.0,1.0,Georgia Institute of Technology,Business,BS,2002.0,University of Pennsylvania,Business,MBA,0.0,5.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/scott-voigt,http://www.linkedin.com/in/scottmvoigt
Aleksandr Yampolskiy,SecurityScorecard Inc.,,0.0,0.0,,,,,,,,1.0,8.0,0.0,0.0,1.0,0.0,0,0,https://www.crunchbase.com/person/aleksandr-yampolskiy,http://www.linkedin.com/in/ayampolskiy
Susan Tynan,Framebridge,2014.0,0.0,1.0,University of Virginia,English,BA,2001.0,Harvard University,Business,MBA,0.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/susan-tynan,https://www.linkedin.com/in/susantynan
Rick Morrison,Comprehend Systems,2010.0,0.0,0.0,Carnegie Mellon University,Computer Science,BS,,,,,0.0,7.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/rick-morrison,http://www.linkedin.com/in/rickmorrison
Mike Hurst,Exactuals,2011.0,0.0,0.0,Santa Clara University,Business,,2010.0,Stanford University,Business,MS,1.0,10.0,1.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/mike-hurst-2,https://www.linkedin.com/in/michaelhurst
Sasan Amini,Clear Labs,2014.0,0.0,0.0,University of Tehran,Biology,BS,2005.0,Princeton University,Biology,PhD,1.0,3.0,0.0,0.0,0.0,0.0,0,0,https://www.crunchbase.com/person/sasan-amini,
Gene Wang,People Power,2009.0,1.0,0.0,University of California Berkeley,Computer Science,BA,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1,0,https://www.crunchbase.com/person/gene-wang,http://www.linkedin.com/pub/gene-wang/0/1/487
Jason Liebman,Howcast,2007.0,0.0,0.0,Duke University,Political Science,BA,,,,,0.0,9.0,0.0,1.0,0.0,1.0,0,0,https://www.crunchbase.com/person/jason-liebman,
